simplified	pinyin	pos	classifier	definition	new_hsk	sentence_1	translation_1	sentence_2	translation_2	sentence_3	translation_3
你	nǐ	pronoun		you (informal, as opposed to courteous 您)	L1	你好，你叫什么名字？	Hello, what is your name?	你喜欢吃什么？	What do you like to eat?	你是学生吗？	Are you a student?
你好	nǐ hǎo	interjection		hello; hi	L1	你好，我叫小明。	Hello, my name is Xiao Ming.	老师，你好！	Hello, teacher!	你好，请问你是谁？	Hello, may I ask who you are?
你们	nǐ men	pronoun		you (plural)	L1	你们好！	Hello everyone!	你们都来了。	You all came.	你们是同学吗？	Are you all classmates?
年	nián	time classifier, time word, noun		year	L1	我今年去中国。	I am going to China this year.	他学了三年中文。	He studied Chinese for three years.	明年是好年。	Next year will be a good year.
您	nín	pronoun		you (courteous form of 你)	L1	您好！	Hello!	请问，您叫什么名字？	May I ask, what is your name?	您喝茶吗？	Would you like some tea?
牛奶	niú nǎi	noun	瓶, 杯	cow's milk	L1	我要一杯牛奶。	I want a glass of cow's milk.	她爱喝牛奶。	She loves to drink milk.	桌子上有牛奶。	There is milk on the table.
女	nǚ	non-predicate adjective, morpheme		female	L1	她是女的。	She is female.	那个学生是女的。	That student is female.	她是女老师。	She is a female teacher.
女儿	nǚ ér	noun	个	daughter	L1	她是我的女儿。	She is my daughter.	他们有一个女儿。	They have one daughter.	我女儿很漂亮。	My daughter is very pretty.
女朋友	nǚ péng you	noun	个	girlfriend	L1	他有女朋友了。	He has a girlfriend now.	你的女朋友叫什么名字？	What is your girlfriend's name?	他有一个女朋友。	He has a girlfriend.
女士	nǚ shì	noun	个, 位	lady	L1	那个女士是老师。	That lady is a teacher.	那里有两个女士。	There are two ladies over there.	请问，那个女士是谁？	Excuse me, who is that lady?
女士	nǚ shì	noun	个, 位	madam	L1	女士们，你们好！	Ladies, hello!	那个女士是我妈妈。	That lady is my mom.	女士，你好！	Madam, hello!
朋友	péng you	noun	个	friend	L1	他是我的好朋友。	He is my good friend.	我有很多朋友。	I have many friends.	她是我的一个朋友。	She is a friend of mine.
漂亮	piào liang	adjective		pretty	L1	她很漂亮。	She is very pretty.	这个东西很漂亮。	This thing is very pretty.	你的衣服很漂亮。	Your clothes are very pretty.
苹果	píng guǒ	noun	个	apple	L1	我要一个苹果。	I want one apple.	这个苹果很好吃。	This apple is very tasty.	桌子上有苹果。	There are apples on the table.
七	qī	numeral		seven	L1	我有七本书。	I have seven books.	他七岁了。	He is seven years old.	今天是七日。	Today is the seventh.
起床	qǐ chuáng	verb		to get out of bed	L1	我七点起床。	I get up at seven o'clock.	你几点起床？	What time do you get out of bed?	他今天很晚起床。	He got out of bed very late today.
千	qiān	numeral		thousand	L1	这个要一千元。	This costs one thousand yuan.	他有一千块钱。	He has one thousand yuan.	一千个人来了。	One thousand people came.
前	qián	directional word, noun		ahead	L1	前边是学校。	The school is ahead.	你去前边吧。	Go up ahead.	前边有一个商店。	There is a store up ahead.
前	qián	directional word, noun		in front	L1	书店在我们前。	The bookstore is in front of us.	他在我前边。	He is in front of me.	车在学校前。	The car is in front of the school.
钱	qián	noun	笔	money	L1	我没有钱。	I don't have any money.	这个要多少钱？	How much money does this cost?	我有一笔钱。	I have a sum of money.
请	qǐng	verb		to invite	L1	我请他来吃饭。	I invited him to come eat.	她请我喝茶。	She invited me for tea.	他请我去他家。	He invited me to his home.
请	qǐng	verb		to request	L1	请你来一下。	Please come for a moment.	她请我不要去。	She requested that I not go.	请你说你的名字。	Please say your name.
请问	qǐng wèn	phrase		excuse me (polite formula before a question)	L1	请问，你叫什么名字？	Excuse me, what is your name?	请问，学校在哪儿？	Excuse me, where is the school?	请问，现在几点？	Excuse me, what time is it now?
去	qù	verb		to go	L1	我去学校。	I go to school.	他去商店买水果。	He goes to the store to buy fruit.	你去哪儿？	Where are you going?
去年	qù nián	time word		last year	L1	去年我去了中国。	Last year I went to China.	去年他在那里上学。	Last year he went to school there.	去年你几岁？	How old were you last year?
热	rè	adjective		hot	L1	今天很热。	Today is very hot.	这杯水很热。	This cup of water is very hot.	妈妈的茶很热。	Mom's tea is very hot.
人	rén	noun	个, 位	person	L1	那个人是我爸爸。	That person is my dad.	这个人是老师。	This person is a teacher.	他是一个好人。	He is a good person.
认识	rèn shi	verb, noun, verbal noun		to know	L1	我认识他。	I know him.	你认识她吗？	Do you know her?	他们不认识我。	They don't know me.
认识	rèn shi	verb, noun, verbal noun		to recognize	L1	我认识这个字。	I recognize this character.	你认识这个人吗？	Do you recognize this person?	她不认识这里。	She doesn't recognize this place.
日	rì	time word, morpheme, non-predicate adjective, time classifier		day	L1	今天是三月五日。	Today is March 5th.	今天是一月一日。	Today is January 1st.	明天是三月一日。	Tomorrow is March 1st.
三	sān	numeral		three	L1	我有三个苹果。	I have three apples.	他有三本书。	He has three books.	我家有三个人。	My family has three people.
商店	shāng diàn	noun	家, 个	store	L1	这家商店很大。	This store is very big.	我去那个商店买水。	I go to that store to buy water.	商店里有很多水果。	The store has a lot of fruit.
上	shàng	directional word, verb, morpheme		on top of	L1	书在桌子上。	The book is on top of the desk.	猫在椅子上。	The cat is on top of the chair.	苹果在桌子上。	The apple is on top of the table.
上	shàng	directional word, verb, morpheme		previous	L1	上个月我生病了。	Last month I fell ill.	上个月我很忙。	Last month I was very busy.	上个月很冷。	Last month was very cold.
上	shàng	directional word, verb, morpheme		to board	L1	我上了车。	I boarded the vehicle.	她上了飞机。	She boarded the plane.	我们上车吧。	Let's board the vehicle.
上班	shàng bān	verb, verbal noun		to go to work	L1	爸爸今天上班。	Dad goes to work today.	妈妈八点上班。	Mom goes to work at eight o'clock.	他今天不上班。	He is not going to work today.
上课	shàng kè	verb, verbal noun		to attend class	L1	今天我们上课。	We have class today.	他上午上课。	He attends class in the morning.	我们早上上课。	We attend class in the morning.
上午	shàng wǔ	time word	个	morning	L1	上午我去学校。	In the morning I go to school.	这个上午很忙。	This morning is very busy.	明天上午我上班。	Tomorrow morning I go to work.
上学	shàng xué	verb		to go to school	L1	我今天上学。	I go to school today.	他八岁上学了。	He started going to school at age eight.	今天她不上学。	She is not going to school today.
少	shǎo	adjective, adverbial adjective, verb, adverb, morpheme		few	L1	这里人很少。	There are very few people here.	我的钱很少。	I have very little money.	他的朋友很少。	He has very few friends.
什么	shén me	pronoun		what	L1	这是什么？	What is this?	你要什么？	What do you want?	他叫什么名字？	What is his name?
生病	shēng bìng	verb		to fall ill	L1	我生病了。	I fell ill.	他昨天生病了。	He fell ill yesterday.	孩子生病了，不去上学。	The child fell ill and is not going to school.
十	shí	numeral, time word		ten	L1	我有十本书。	I have ten books.	他十岁了。	He is ten years old.	这里有十个人。	There are ten people here.
时候	shí hou	noun		time	L1	你去的时候，我在家。	When you went, I was at home.	上课的时候不说话。	Don't speak during class.	小的时候我很高兴。	When I was young, I was very happy.
时间	shí jiān	noun	段	time	L1	我没有时间。	I don't have time.	你有多少时间？	How much time do you have?	我有一段时间没见他了。	I haven't seen him for a period of time.
事	shì	noun, morpheme	件, 回	matter	L1	这件事很大。	This matter is very big.	我有一件事要说。	I have one matter to speak about.	这回事我不知道。	I don't know about this matter.
是	shì	verb		to be	L1	他是老师。	He is a teacher.	这是我的书。	This is my book.	她是我妈妈。	She is my mom.
手机	shǒu jī	noun	部, 个	cell phone	L1	这个手机是我的。	This phone is mine.	我的手机在哪儿？	Where is my cell phone?	他有一个手机。	He has a cell phone.
书	shū	noun, morpheme	本	book	L1	我喜欢看书。	I like to read books.	桌子上有三本书。	There are three books on the table.	这本书很好。	This book is very good.
书店	shū diàn	noun	家	bookstore	L1	我去书店买书。	I go to the bookstore to buy books.	这家书店很大。	This bookstore is very big.	这里有一家书店。	There is a bookstore here.
谁	shéi	pronoun		who	L1	你是谁？	Who are you?	谁是老师？	Who is the teacher?	那是谁的书？	Whose book is that?
水	shuǐ	noun	杯, 瓶	water	L1	我要喝水。	I want to drink water.	这杯水很热。	This cup of water is very hot.	请给我水。	Please give me water.
水果	shuǐ guǒ	noun	个	fruit	L1	我喜欢吃水果。	I like to eat fruit.	这个水果很好吃。	This fruit is very delicious.	妈妈买了两个水果。	Mom bought two pieces of fruit.
睡	shuì	verb, verbal noun		to sleep	L1	我想睡。	I want to sleep.	他在睡。	He is sleeping.	孩子睡了。	The child has fallen asleep.
睡觉	shuì jiào	verb		to sleep	L1	我要睡觉了。	I am going to sleep now.	他在睡觉。	He is sleeping.	她不想睡觉。	She doesn't want to sleep.
说	shuō	verb, morpheme		to speak	L1	他说中文。	He speaks Chinese.	请你说一下。	Please speak for a moment.	我不会说中文。	I cannot speak Chinese.
说话	shuō huà	verb, verbal noun		to speak	L1	请不要说话。	Please don't speak.	他在说话。	He is speaking.	她说话很好听。	The way she speaks sounds very nice.
四	sì	numeral, time word		four	L1	我有四本书。	I have four books.	他四岁了。	He is four years old.	这里有四个人。	There are four people here.
岁	suì	time classifier		measure word for years (of age)	L1	她三岁。	She is three years old.	你几岁？	How old are you?	我十岁了。	I am ten years old.
他	tā	pronoun		he	L1	他是我爸爸。	He is my dad.	他去上班了。	He went to work.	他叫什么名字？	What is his name?
他们	tā men	pronoun		they	L1	他们是我的朋友。	They are my friends.	他们去学校了。	They went to school.	他们都是老师。	They are all teachers.
它	tā	pronoun		it	L1	它是我的猫。	It is my cat.	它很小。	It is very small.	它在桌子上。	It is on the table.
它们	tā men	pronoun		they (for animals and nonhuman things)	L1	这些书在哪里？它们在桌子上。	Where are these books? They are on the table.	那些猫很小，它们很好。	Those cats are very small; they are very nice.	苹果呢？它们在桌子上。	What about the apples? They are on the table.
